Z,D,Y,M,Q
1,0,0,0,36.0
0,0,0,0,2.0
1,1,1,0,
1,0,1,1,4.0
1,0,0,0,73.0
1,1,1,0,7.0
1,0,1,1,10.0
0,0,0,0,
1,0,1,0,116.0
1,0,0,1,213.0
1,0,1,0,
1,0,1,0,
1,0,1,1,249.0
1,0,1,1,19.0
1,0,1,0,5.0
1,0,1,0,91.0
1,0,1,0,39.0
1,0,1,1,150.0
1,1,1,1,
1,0,0,1,
1,0,0,0,
1,0,1,1,79.0
1,0,1,0,
1,1,1,0,11.0
0,0,1,0,19.0
1,1,0,0,2.0
1,1,1,0,1.0
1,0,1,1,121.0
1,1,0,1,18.0
1,0,1,1,17.0
1,1,1,0,21.0
1,0,1,1,17.0
1,0,0,0,
1,0,1,0,
1,0,1,0,
1,1,1,1,10.0
1,1,1,1,
1,0,1,0,78.0
0,0,0,0,
1,0,0,0,
1,1,1,0,63.0
1,0,0,0,19.0
1,1,0,0,20.0
1,0,0,0,5.0
1,0,1,1,98.0
1,0,1,0,147.0
1,0,1,1,
1,1,1,0,17.0
0,0,0,0,
1,0,0,1,18.0
1,1,1,0,2.0
1,1,1,1,23.0
1,0,1,1,460.0
1,0,0,0,
1,0,1,0,14.0
1,1,1,0,6.0
1,0,0,1,94.0
1,0,1,0,19.0
1,0,0,0,67.0
1,0,0,0,68.0
1,0,0,0,
1,0,0,0,
1,0,1,0,84.0
1,0,0,0,
1,1,0,0,25.0
1,1,1,0,51.0
1,0,1,1,
1,1,1,0,14.0
1,0,1,0,27.0
1,0,1,0,
1,0,1,0,
1,0,1,0,
1,0,1,0,237.0
1,0,0,1,
1,0,0,0,17.0
1,0,0,0,10.0
0,0,0,0,
1,0,1,1,6.0
1,0,0,0,
1,0,0,1,44.0
1,0,1,0,59.0
1,0,0,0,
1,0,1,1,70.0
1,0,1,1,
1,0,0,0,144.0
1,0,0,0,45.0
1,1,1,1,66.0
1,0,0,0,9.0
1,1,1,0,26.0
1,0,1,1,
1,0,0,1,
1,0,0,1,235.0
0,0,1,1,
1,1,1,0,3.0
1,0,1,0,75.0
1,0,0,0,4.0
1,1,1,0,13.0
1,1,1,0,4.0
0,0,1,1,
1,0,1,0,15.0
1,0,1,0,
1,0,1,0,46.0
1,0,0,0,10.0
1,0,1,0,
1,1,1,0,6.0
1,0,1,1,34.0
1,0,1,0,
1,0,0,0,134.0
1,0,1,0,
1,1,1,1,8.0
1,0,1,1,6.0
1,0,0,1,
1,1,1,0,
1,0,1,0,26.0
1,1,1,1,134.0
1,0,1,1,440.0
0,0,0,0,5.0
1,1,1,0,13.0
1,0,1,0,74.0
1,1,1,0,2.0
1,1,0,1,29.0
1,1,0,0,1.0
1,0,1,0,
1,1,1,0,79.0
1,0,1,1,
1,0,0,0,113.0
1,0,1,0,
1,0,0,1,
1,0,1,1,
1,1,1,0,3.0
1,0,0,0,
1,0,1,0,58.0
1,0,1,0,
1,1,1,0,5.0
1,0,1,0,43.0
1,0,1,0,51.0
1,0,0,1,4.0
1,0,0,1,53.0
1,0,0,0,18.0
1,1,0,0,
1,1,0,0,54.0
1,1,1,1,
1,0,1,0,126.0
1,0,0,0,49.0
1,0,0,0,23.0
1,1,1,1,18.0
1,0,1,0,6.0
1,0,1,0,
1,1,1,0,26.0
1,0,0,0,15.0
1,1,1,0,317.0
1,1,0,0,10.0
0,0,0,0,10.0
1,1,1,0,1.0
1,0,0,0,47.0
1,0,1,0,6.0
1,1,1,0,4.0
1,0,1,1,
1,0,0,0,316.0
1,0,1,1,159.0
1,0,1,0,
1,0,1,0,
1,0,1,0,1.0
1,0,1,0,
1,0,1,0,
1,0,0,0,36.0
1,1,1,1,
1,0,0,0,
1,0,1,0,
0,0,1,0,21.0
0,0,0,0,68.0
1,0,0,1,
1,0,1,0,
1,0,1,0,106.0
1,0,1,0,
0,0,1,0,31.0
1,0,1,0,66.0
1,0,1,1,
1,0,1,0,11.0
1,0,1,0,110.0
1,0,1,0,
1,0,1,0,6.0
1,0,1,0,205.0
1,1,1,0,12.0
1,0,1,0,
1,0,1,0,
1,0,1,1,13.0
0,0,1,0,22.0
1,0,1,0,16.0
1,0,1,0,8.0
1,0,1,0,
1,0,1,0,65.0
1,0,0,0,
1,0,1,0,29.0
1,0,1,0,10.0
1,0,0,0,
1,0,1,0,181.0
1,0,0,0,
1,0,0,0,
1,0,1,1,234.0
1,1,0,0,113.0
1,0,1,0,
1,0,0,1,
1,0,0,1,174.0
1,0,0,0,3.0
1,0,1,1,34.0
1,0,1,0,
0,0,0,1,19.0
1,0,1,0,
1,1,0,0,32.0
1,0,1,0,
1,0,1,1,184.0
1,0,1,1,28.0
1,0,0,0,57.0
1,0,1,0,38.0
0,0,1,1,15.0
1,0,0,0,
1,0,0,0,37.0
1,1,1,0,64.0
1,0,1,0,28.0
1,0,1,0,
1,0,1,0,7.0
1,0,1,1,
1,1,1,0,35.0
1,0,1,0,226.0
1,0,1,0,147.0
1,1,0,0,2.0
1,0,1,1,
1,0,1,1,
1,1,1,0,39.0
1,1,1,1,14.0
1,1,1,0,3.0
1,0,1,1,240.0
1,0,1,0,
1,0,1,0,
1,0,0,1,20.0
1,1,1,1,11.0
1,0,1,1,
1,1,1,0,226.0
1,0,1,1,8.0
1,0,1,0,
1,0,1,0,42.0
1,0,1,1,
1,0,1,1,
1,0,1,0,21.0
1,1,1,0,23.0
1,0,1,0,19.0
1,0,0,0,51.0
1,1,0,0,32.0
1,0,1,1,139.0
1,0,1,0,394.0
1,0,0,1,23.0
1,1,0,1,14.0
1,0,0,0,58.0
1,0,0,0,
1,0,1,0,66.0
0,0,0,0,280.0
1,1,1,1,67.0
1,0,1,0,
1,0,1,0,14.0
1,0,1,0,222.0
1,0,1,1,65.0
1,0,1,1,80.0
0,0,1,0,2.0
1,1,1,1,24.0
1,1,0,0,2.0
1,0,0,0,
1,1,1,0,48.0
1,1,1,0,11.0
1,0,0,0,7.0
1,1,1,0,7.0
1,0,1,0,
1,0,0,0,
1,0,1,0,209.0
1,0,0,1,
1,0,1,0,93.0
1,0,1,1,22.0
1,1,1,0,40.0
1,0,0,0,
1,0,1,0,
1,0,1,1,
0,0,1,1,
1,0,0,0,
1,0,0,0,
1,1,1,0,28.0
1,1,1,1,11.0
0,0,1,1,
1,1,1,0,21.0
1,1,0,1,2.0
1,1,1,0,16.0
1,1,1,0,14.0
1,1,1,0,4.0
1,0,1,0,
1,0,0,0,21.0
1,1,1,1,34.0
1,0,0,1,16.0
1,0,1,0,134.0
1,0,1,0,
1,0,0,0,18.0
1,1,1,0,56.0
1,0,1,0,10.0
1,0,1,0,
1,0,1,0,125.0
1,0,0,0,
1,0,1,0,76.0
1,0,1,0,248.0
0,0,1,0,
1,1,1,0,6.0
1,0,1,0,
1,0,1,0,29.0
1,0,1,1,
1,0,1,0,8.0
1,0,1,0,3.0
1,0,1,0,20.0
1,0,1,0,87.0
1,0,0,1,77.0
1,0,0,0,69.0
1,1,1,0,2.0
1,0,0,0,
0,0,1,0,75.0
0,0,1,0,16.0
1,0,1,1,
1,0,1,1,
1,0,0,0,21.0
0,0,1,1,72.0
1,1,1,0,33.0
1,0,0,1,43.0
1,0,1,1,68.0
1,1,1,0,34.0
1,1,1,0,17.0
1,1,0,1,1.0
1,1,0,0,31.0
1,1,1,0,26.0
1,1,1,0,16.0
1,0,0,0,11.0
1,1,1,0,
1,0,1,0,151.0
1,0,1,0,13.0
1,0,1,1,20.0
1,0,0,0,29.0
1,0,1,0,103.0
1,0,0,0,
1,0,0,0,
1,0,1,0,171.0
1,0,0,0,
1,0,0,0,23.0
1,0,1,0,33.0
1,0,0,0,56.0
1,1,1,1,6.0
1,1,1,1,5.0
1,0,1,1,
1,0,1,0,21.0
1,0,1,0,
1,1,1,0,26.0
1,0,1,0,91.0
1,0,0,1,4.0
1,0,0,0,
1,0,1,0,25.0
1,0,0,1,
1,1,1,0,112.0
1,1,0,0,6.0
1,0,0,1,
1,1,1,0,13.0
1,0,0,0,190.0
1,1,1,0,4.0
1,1,1,0,18.0
1,1,0,0,7.0
1,0,1,1,74.0
1,1,1,0,184.0
1,1,1,0,82.0
1,0,0,0,75.0
1,0,1,0,
1,1,1,0,5.0
0,0,0,0,10.0
1,0,1,0,
1,1,1,0,85.0
1,0,1,0,
1,0,1,1,89.0
1,0,0,0,
1,0,1,0,797.0
1,0,1,0,
1,0,1,0,8.0
1,0,0,1,133.0
1,0,1,0,225.0
1,1,1,0,30.0
1,1,0,1,
1,0,1,0,26.0
1,1,0,0,76.0
1,1,1,0,37.0
1,1,1,0,128.0
1,0,1,1,
1,0,1,0,39.0
1,0,1,0,236.0
1,0,1,1,97.0
1,0,1,0,16.0
1,1,0,0,50.0
1,1,0,0,9.0
1,0,0,0,218.0
1,0,1,0,
1,1,0,0,18.0
1,0,0,1,
1,1,1,0,81.0
1,1,1,0,16.0
1,0,0,0,
1,1,0,0,30.0
1,1,0,1,30.0
1,0,0,0,3.0
1,1,0,1,4.0
1,1,1,0,67.0
1,0,1,0,9.0
1,0,0,0,
1,0,1,0,108.0
1,1,1,1,122.0
1,0,1,0,3.0
1,0,1,0,
1,0,1,0,62.0
1,1,1,0,126.0
0,0,1,0,131.0
1,0,0,1,100.0
1,0,1,1,
1,1,1,0,42.0
1,0,0,0,9.0
1,1,1,0,106.0
1,0,1,0,
1,0,1,1,
1,1,0,0,13.0
0,0,1,1,
1,0,1,1,
1,1,1,1,33.0
1,0,0,1,
1,0,1,0,
1,1,1,0,136.0
1,0,0,0,
1,0,1,0,
1,0,1,0,
1,0,1,0,
1,0,1,0,
1,0,0,0,
1,0,0,1,55.0
1,0,1,0,40.0
1,1,1,0,38.0
1,0,0,0,65.0
1,0,0,1,
1,0,1,1,
1,0,0,0,
1,0,1,0,
1,1,1,0,1.0
1,1,1,0,27.0
1,1,1,1,
1,1,1,1,1.0
1,0,0,0,5.0
1,0,1,0,13.0
0,0,0,0,12.0
1,0,0,1,
1,0,1,1,
1,0,1,1,
1,0,1,1,
1,0,0,1,266.0
1,0,0,0,12.0
1,1,1,1,41.0
1,0,0,1,
1,0,1,0,79.0
1,1,1,0,55.0
1,0,0,0,2.0
1,1,1,0,20.0
1,0,1,0,206.0
1,0,0,0,13.0
1,0,0,0,
0,0,1,0,58.0
1,1,1,1,
1,1,0,0,5.0
1,0,1,0,
1,0,0,0,40.0
1,0,1,0,235.0
1,0,1,1,17.0
1,1,1,0,5.0
1,0,1,0,258.0
1,0,1,1,
1,0,0,0,
1,1,1,0,6.0
1,0,1,0,68.0
1,1,1,0,
1,0,0,1,
1,0,0,0,
1,0,1,0,2.0
1,0,1,0,
1,0,1,1,
1,0,1,0,219.0
1,0,1,1,33.0
1,0,0,1,295.0
1,1,0,1,
1,0,1,0,181.0
1,0,0,0,19.0
0,0,1,0,3.0
1,0,1,0,20.0
1,0,0,1,
1,0,1,1,98.0
0,0,0,0,25.0
1,1,1,1,
1,0,0,0,
1,1,1,0,2.0
1,0,1,0,80.0
1,0,0,1,
1,0,1,1,47.0
1,1,0,0,6.0
1,0,0,1,
1,1,0,0,
1,1,1,0,80.0
1,0,0,0,
1,0,1,0,
1,0,0,0,11.0
1,0,1,0,51.0
1,0,1,0,
1,0,1,1,52.0
1,1,0,1,7.0
1,0,1,1,90.0
1,1,0,0,27.0
1,0,1,1,9.0
1,1,1,0,
1,1,1,1,19.0
0,0,0,0,12.0
1,0,0,1,2.0
0,0,0,0,8.0
1,0,0,0,301.0
1,1,1,0,3.0
1,0,0,0,268.0
0,1,1,1,69.0
1,0,0,1,
1,0,1,0,
1,0,1,0,70.0
1,1,0,0,37.0
0,0,1,1,24.0
1,0,0,1,100.0
1,0,1,0,82.0
0,0,1,0,11.0
1,0,1,0,
1,0,1,0,304.0
1,0,1,1,4.0
1,1,0,1,20.0
1,0,1,0,
1,1,0,0,24.0
1,1,1,1,3.0
1,0,1,0,79.0
1,0,0,0,
1,1,1,0,8.0
1,0,1,0,159.0
1,0,1,0,44.0
1,1,0,1,8.0
1,0,0,0,12.0
1,1,1,0,
1,1,1,1,33.0
1,1,1,1,4.0
1,1,1,0,
1,1,1,0,1.0
1,1,1,0,5.0
1,1,1,1,1.0
0,0,0,0,132.0
1,0,1,0,40.0
1,0,1,0,18.0
1,0,1,0,288.0
1,1,1,0,10.0
1,0,0,0,63.0
1,1,1,0,11.0
1,0,1,0,
1,0,0,0,
1,1,0,0,
1,0,0,0,
1,0,1,1,
1,0,1,1,11.0
1,1,1,1,5.0
1,1,1,0,7.0
1,1,1,0,
0,1,1,1,12.0
1,0,1,0,22.0
1,0,0,1,10.0
1,0,1,1,
1,0,1,0,50.0
1,1,1,1,
1,1,1,1,33.0
1,1,1,1,
1,0,1,0,28.0
0,0,0,0,
1,0,1,0,550.0
1,1,1,0,5.0
1,0,1,0,120.0
1,0,0,0,5.0
1,0,1,1,8.0
1,0,1,1,2.0
1,0,1,0,28.0
1,0,1,0,
1,0,1,1,273.0
1,1,1,0,8.0
1,0,1,0,
1,0,1,1,13.0
1,0,1,0,8.0
0,0,1,1,1.0
1,0,1,1,3.0
1,0,1,0,21.0
1,0,1,0,97.0
1,0,1,1,45.0
1,0,1,0,19.0
1,0,1,1,72.0
0,0,1,0,71.0
1,0,0,0,162.0
1,0,1,1,72.0
1,0,1,0,
1,1,1,0,4.0
1,1,0,0,36.0
1,1,1,0,22.0
1,0,1,1,9.0
1,0,1,1,9.0
0,0,0,0,4.0
1,1,1,0,23.0
1,1,1,0,
1,0,1,0,214.0
1,1,0,0,16.0
1,0,0,0,35.0
1,1,1,0,4.0
1,0,1,0,9.0
1,1,0,0,24.0
1,0,1,1,4.0
1,1,0,0,25.0
1,0,1,0,35.0
1,1,0,0,38.0
1,0,0,0,
1,1,1,0,34.0
1,1,1,0,37.0
1,1,1,1,12.0
1,1,1,1,7.0
1,0,1,0,
1,0,1,0,
0,1,1,1,
1,0,1,0,120.0
1,1,0,0,
1,0,1,1,113.0
1,1,1,1,18.0
1,0,0,0,1.0
1,0,0,0,116.0
1,0,1,1,
1,0,0,0,
1,1,1,1,69.0
1,0,0,0,
1,0,0,0,84.0
1,0,0,0,69.0
1,1,0,0,
1,1,1,0,3.0
1,1,1,1,31.0
1,0,1,0,4.0
1,1,1,1,2.0
1,1,0,1,36.0
1,1,0,0,16.0
1,1,1,1,2.0
1,0,1,1,112.0
1,0,1,0,1.0
1,1,0,1,4.0
1,1,1,1,29.0
1,0,1,1,19.0
1,1,1,1,11.0
1,1,1,0,55.0
1,0,0,0,25.0
1,0,1,0,275.0
1,1,1,1,43.0
1,0,1,1,23.0
1,0,0,0,
1,0,1,0,5.0
1,1,1,1,33.0
1,1,1,0,
1,1,1,1,6.0
1,0,0,0,169.0
1,0,1,0,4.0
1,0,1,0,39.0
1,0,1,0,221.0
1,1,1,0,9.0
0,1,1,0,1.0
1,1,1,0,19.0
1,0,1,1,87.0
1,1,1,1,54.0
0,0,1,0,1.0
1,0,1,1,92.0
1,1,0,0,12.0
1,0,1,1,11.0
1,0,1,1,184.0
1,0,0,0,
1,0,1,1,1.0
1,0,1,0,44.0
1,0,0,0,
1,1,0,1,9.0
1,1,1,1,36.0
0,0,1,0,2.0
1,0,1,0,11.0
1,0,1,0,37.0
1,0,1,0,4.0
1,0,1,1,24.0
1,1,1,0,47.0
1,0,1,1,21.0
1,0,1,0,5.0
1,1,1,0,42.0
1,0,0,1,
1,1,1,1,22.0
1,1,0,1,1.0
1,0,0,0,
1,1,0,0,1.0
1,0,0,0,113.0
1,0,1,0,8.0
1,0,1,0,100.0
1,0,0,1,102.0
1,0,1,1,22.0
1,0,0,0,56.0
0,0,1,0,
1,0,1,1,35.0
1,0,0,0,39.0
1,0,1,1,
1,0,1,0,
1,0,1,0,19.0
1,1,1,0,10.0
1,1,1,0,33.0
1,0,1,0,51.0
1,0,0,0,271.0
1,0,0,1,
1,1,1,0,41.0
1,0,0,0,54.0
1,0,1,1,97.0
1,1,1,1,9.0
1,0,1,0,12.0
1,0,1,0,26.0
1,0,1,0,
1,1,1,1,3.0
1,0,1,0,100.0
1,0,1,0,59.0
1,0,1,0,134.0
1,1,1,0,2.0
1,0,1,0,129.0
1,0,1,0,95.0
1,1,1,0,26.0
1,0,1,0,193.0
1,1,0,0,8.0
1,1,1,1,9.0
1,1,0,0,5.0
1,1,1,0,5.0
1,0,1,0,
1,0,0,0,
1,0,1,1,6.0
1,1,0,0,
1,1,1,0,4.0
1,0,1,0,189.0
1,0,1,0,101.0
1,0,1,1,17.0
1,1,1,0,29.0
1,1,1,0,
1,0,0,0,1.0
1,0,1,0,169.0
1,0,0,0,96.0
1,0,1,0,211.0
1,0,1,0,226.0
1,0,0,0,60.0
1,0,0,0,170.0
1,0,1,0,93.0
1,0,1,0,26.0
1,0,0,0,57.0
1,0,0,0,91.0
1,0,0,0,220.0
1,0,1,0,
1,0,0,1,2.0
1,0,1,0,25.0
0,1,0,1,1.0
1,0,1,0,461.0
1,0,1,0,33.0
1,0,1,1,23.0
1,0,1,1,2.0
1,1,1,0,21.0
1,1,1,0,4.0
1,0,1,0,
1,1,1,0,23.0
1,1,0,1,34.0
1,0,1,1,156.0
1,1,1,0,13.0
1,0,0,1,
1,0,1,1,56.0
1,0,1,0,311.0
1,0,1,1,105.0
1,1,0,0,
1,1,0,0,28.0
1,1,0,1,15.0
1,1,1,1,36.0
1,1,1,0,27.0
1,0,1,0,
1,0,1,0,77.0
1,0,1,1,12.0
1,0,1,0,213.0
1,0,1,1,
1,1,0,1,17.0
1,1,1,0,6.0
1,1,1,0,9.0
1,0,1,0,132.0
1,1,0,0,26.0
1,1,1,0,10.0
1,1,1,0,1.0
1,0,0,1,79.0
1,1,1,0,18.0
1,1,1,1,27.0
1,0,1,1,44.0
1,0,0,1,1.0
1,1,0,0,16.0
1,0,1,0,32.0
1,1,1,1,41.0
1,1,1,1,
1,0,1,0,
1,0,1,0,72.0
1,1,1,0,5.0
0,0,1,0,2.0
1,1,1,0,20.0
1,1,1,1,13.0
1,1,1,1,3.0
1,0,0,0,
1,1,0,0,13.0
1,1,1,0,
1,0,1,0,155.0
1,0,1,0,85.0
1,0,1,0,
1,0,1,0,28.0
1,1,0,0,32.0
1,0,0,0,191.0
1,1,1,1,17.0
1,0,1,0,
1,0,1,1,8.0
1,1,1,0,15.0
1,1,1,0,3.0
1,1,1,0,1.0
1,0,1,0,
1,1,1,0,
1,1,0,0,
1,0,1,0,
1,1,0,0,14.0
1,1,0,1,18.0
1,0,1,0,
0,0,0,1,
1,0,1,0,
1,0,1,0,
1,0,0,0,
1,0,0,0,2.0
1,0,1,0,
1,0,0,1,6.0
1,0,1,1,116.0
1,1,0,0,
1,1,0,1,12.0
1,1,1,0,
1,0,0,0,
1,0,1,0,
1,0,0,1,65.0
1,0,0,0,41.0
1,0,0,0,149.0
1,0,1,0,99.0
1,0,1,0,13.0
0,0,1,0,
1,0,1,1,33.0
1,0,1,0,
1,0,1,1,
1,1,1,1,5.0
0,0,1,0,
1,0,0,1,57.0
1,0,1,0,114.0
1,1,1,0,
1,0,1,1,74.0
1,1,1,1,11.0
1,0,1,1,7.0
1,1,0,1,3.0
1,0,0,1,
1,0,1,1,13.0
1,1,1,0,29.0
1,0,1,1,185.0
1,1,0,0,
1,0,1,1,143.0
1,0,1,1,187.0
1,0,1,0,19.0
1,1,1,1,
1,0,0,0,33.0
1,0,1,0,78.0
1,0,0,0,148.0
1,1,0,1,29.0
1,0,1,1,27.0
1,0,0,0,6.0
1,0,1,1,5.0
1,0,1,1,7.0
1,0,1,0,4.0
1,0,0,0,28.0
1,1,1,1,82.0
1,0,1,0,
1,1,0,0,37.0
1,1,1,0,
1,1,1,0,
1,1,1,0,
1,0,1,1,20.0
1,1,0,0,8.0
1,1,1,0,48.0
1,1,1,0,24.0
1,0,1,0,21.0
1,0,1,0,52.0
1,0,0,1,159.0
1,0,0,1,35.0
1,0,0,0,21.0
1,0,0,1,66.0
1,1,1,0,75.0
1,1,1,0,3.0
1,0,1,1,13.0
1,0,0,0,
1,1,0,0,1.0
0,0,0,1,19.0
1,0,1,0,
0,0,1,0,103.0
1,1,0,0,4.0
1,0,0,0,
1,1,1,1,
1,0,0,1,151.0
1,1,0,0,18.0
1,0,0,0,139.0
1,1,1,0,
1,0,1,0,12.0
1,0,1,0,
1,1,0,0,9.0
1,0,1,0,
1,0,0,0,8.0
1,0,0,0,26.0
1,0,1,1,65.0
1,1,1,0,
1,0,0,0,23.0
1,1,0,0,7.0
1,1,1,1,2.0
1,0,1,0,18.0
1,0,0,1,
1,0,0,1,13.0
1,0,1,0,48.0
1,1,1,1,1.0
1,1,1,1,24.0
1,0,1,1,23.0
1,1,0,0,
1,1,1,1,7.0
1,0,1,1,69.0
1,0,0,0,27.0
1,1,1,1,18.0
1,1,1,0,14.0
1,0,0,0,179.0
1,1,1,0,
1,0,0,1,
1,0,1,0,
1,1,1,0,4.0
1,0,1,0,108.0
1,1,1,0,81.0
1,1,1,1,71.0
1,1,1,1,5.0
1,1,1,0,76.0
1,0,1,1,20.0
1,0,1,0,
1,0,1,0,74.0
1,0,1,0,
1,0,0,0,10.0
1,0,1,0,18.0
1,0,1,1,
1,0,0,0,10.0
1,0,1,1,22.0
1,1,1,1,41.0
1,0,1,1,
1,0,1,0,99.0
1,0,0,1,220.0
1,1,1,0,121.0
1,1,1,1,3.0
1,0,0,1,
1,0,1,0,
1,0,1,0,20.0
1,0,1,0,162.0
1,0,1,1,
1,0,1,0,
1,1,1,0,
0,0,0,1,
1,0,1,1,4.0
1,0,1,1,4.0
1,1,1,1,42.0
1,1,1,0,2.0
1,0,1,0,10.0
1,1,1,1,
1,0,0,1,24.0
0,0,1,0,163.0
1,1,1,0,4.0
1,0,1,0,69.0
1,0,1,0,140.0
1,0,1,1,190.0
0,0,1,0,
1,0,1,1,223.0
1,0,1,1,
1,0,1,1,7.0
1,1,1,1,
1,0,1,0,155.0
1,1,1,0,
0,0,0,1,162.0
1,1,1,0,64.0
1,0,1,1,246.0
1,0,1,0,93.0
1,0,0,1,11.0
1,1,0,0,
1,0,1,0,19.0
1,1,0,0,
1,0,1,0,
1,0,1,0,22.0
1,0,0,0,
1,0,1,1,7.0
1,0,0,1,42.0
1,0,1,0,41.0
1,0,1,0,187.0
1,0,1,0,92.0
1,1,1,0,
1,0,0,0,57.0
1,0,1,0,
1,1,0,0,11.0
1,1,0,0,40.0
1,0,0,0,4.0
1,0,1,0,33.0
1,0,1,0,
1,1,1,0,
1,1,1,0,49.0
1,0,1,1,19.0
1,1,1,1,
1,0,1,0,
1,0,0,1,
1,1,1,1,12.0
1,0,1,0,82.0
1,0,1,0,13.0
1,0,1,1,60.0
1,1,1,1,8.0
1,0,0,0,
1,0,1,0,74.0
1,1,0,0,
1,0,1,0,116.0
1,0,0,0,
1,1,1,0,4.0
0,0,1,0,
1,0,1,0,9.0
1,0,0,0,
1,0,1,0,
0,0,0,0,22.0
1,1,1,0,14.0
1,0,1,0,31.0
1,1,1,0,3.0
0,1,1,0,9.0
1,0,1,1,
1,1,0,1,
1,0,1,1,26.0
1,0,1,1,49.0
1,1,1,1,38.0
1,1,1,1,23.0
0,1,1,1,
1,1,0,1,25.0
1,1,1,0,3.0
1,0,0,0,9.0
1,0,0,0,412.0
1,1,1,1,40.0
0,0,1,1,
1,0,0,0,
1,1,1,1,8.0
1,1,1,1,17.0
1,1,0,1,7.0
1,1,0,0,
1,1,0,0,1.0
1,0,0,0,338.0
1,1,1,0,12.0
1,0,0,0,
1,1,1,1,11.0
1,0,0,0,396.0
1,0,1,0,25.0
1,0,1,0,234.0
1,0,1,0,22.0
1,1,1,0,
1,0,1,0,43.0
1,0,1,1,20.0
1,1,1,0,50.0
1,0,1,0,186.0
1,0,1,0,73.0
1,1,0,0,22.0
1,0,1,0,79.0
1,0,0,0,
1,1,1,1,7.0
1,1,0,0,
1,1,1,1,81.0
1,1,1,1,26.0
1,0,1,0,3.0
1,1,1,0,3.0
1,0,1,1,3.0
1,1,1,0,
1,1,0,1,57.0
1,0,1,1,11.0
1,0,1,0,6.0
1,0,0,1,
1,0,1,0,
1,0,0,0,66.0
0,0,0,0,
1,1,1,1,353.0
1,0,0,0,4.0
1,1,1,0,
1,1,0,0,64.0
0,0,1,0,
1,0,0,0,
1,0,1,1,104.0
0,0,1,0,131.0
1,0,1,1,113.0
1,1,1,0,6.0
1,0,1,0,
1,0,1,0,
1,1,0,1,32.0
1,1,1,1,42.0
1,0,1,0,139.0
1,1,1,0,127.0
1,1,1,0,7.0
1,1,1,0,43.0
1,0,0,0,
1,0,0,0,12.0
0,0,0,0,30.0
1,0,0,1,604.0
0,1,0,0,
1,0,1,0,8.0
1,0,0,0,172.0
1,0,1,0,2.0
1,0,0,0,22.0
1,1,0,0,33.0
1,1,0,0,63.0
1,1,1,0,9.0
1,0,0,1,
1,0,1,1,525.0
1,0,0,0,
1,1,1,1,100.0
1,1,1,1,17.0
1,0,0,0,56.0
1,1,1,0,20.0
1,0,0,0,63.0
1,1,1,1,1.0
1,0,1,0,
1,1,0,0,642.0
1,0,1,1,
1,0,1,0,
1,0,1,1,
1,0,1,1,28.0
1,0,0,0,39.0
1,0,0,0,720.0
1,0,1,0,
1,0,1,1,298.0
1,0,1,0,12.0
1,0,1,0,88.0
0,0,1,0,82.0
1,0,1,0,43.0
1,1,0,0,102.0
1,0,0,0,2.0
1,1,0,0,
1,0,1,0,
1,0,0,1,
1,1,0,1,9.0
1,1,1,1,13.0
1,0,1,0,
1,1,1,1,93.0
1,1,0,0,
1,1,1,0,5.0
1,1,1,0,16.0
1,0,0,0,13.0
1,1,0,0,78.0
1,0,1,1,95.0
1,1,1,0,10.0
1,1,0,0,
1,0,1,0,61.0
1,0,0,0,644.0
1,0,0,0,1.0
0,0,1,0,170.0
1,0,0,0,
1,0,1,0,70.0
1,0,1,0,330.0
1,1,0,0,168.0
1,1,0,0,19.0
1,1,1,0,32.0
1,0,1,0,28.0
1,0,1,0,
1,1,1,0,30.0
1,1,1,0,2.0
1,1,1,1,82.0
1,1,1,1,6.0
1,1,0,0,3.0
1,0,1,0,94.0
1,1,0,0,52.0
1,1,1,0,15.0
1,0,1,0,
1,0,1,0,364.0
1,1,1,0,
1,0,1,1,
1,0,0,1,1.0
1,1,1,0,79.0
1,0,0,0,
1,1,1,1,5.0
1,1,1,1,394.0
1,1,1,1,8.0
0,0,1,0,17.0
1,1,1,0,24.0
1,0,1,0,
1,0,1,0,
1,1,1,1,11.0
1,1,1,0,5.0
1,0,1,0,36.0
1,0,0,1,237.0
0,1,1,0,23.0
1,0,0,1,11.0
1,1,0,0,13.0
1,0,0,0,
1,0,1,1,
1,1,0,0,7.0
1,0,0,0,27.0
1,0,1,1,164.0
1,0,1,1,136.0
1,1,1,0,48.0
1,0,1,1,9.0
1,1,1,0,5.0
1,1,1,0,
1,1,1,0,49.0
1,0,0,0,15.0
1,0,0,1,
1,0,1,0,
1,0,1,0,9.0
1,1,0,0,4.0
1,0,0,0,
1,1,0,0,355.0
1,1,1,0,28.0
1,1,1,0,5.0
1,0,0,0,
1,0,0,0,93.0
0,0,1,0,22.0
0,0,1,1,
1,1,0,0,47.0
1,1,0,0,97.0
1,0,1,1,19.0
1,0,1,0,17.0
1,0,1,0,
1,0,1,0,
1,0,0,0,16.0
1,0,0,0,25.0
1,0,0,0,671.0
1,0,1,0,21.0
1,1,1,0,363.0
1,1,1,0,80.0
1,1,1,0,35.0
1,1,1,0,
1,1,0,0,20.0
1,0,0,1,23.0
0,0,0,0,33.0
1,0,1,1,120.0
1,0,1,0,332.0
1,0,1,0,6.0
1,0,0,0,81.0
1,1,0,0,7.0
1,1,0,0,
0,0,1,0,11.0
1,0,0,0,
1,1,0,0,2.0
